LIBELLE,SERVICE,latitude,longitude,retard_moyen
VALENCIENNES,National,50.362305,3.515633,
VALENCIENNES,National,50.365965,3.518515,
LYON PERRACHE,National,45.748422,4.825674,
LYON PERRACHE,National,45.748089,4.823194,
AMBAZAC,National,45.953758,1.408665,
CHAMBOURG,National,47.181651,0.965424,
GAZERAN,National,48.625968,1.771844,
HOELSCHLOCH,National,48.916277,7.831675,
TROIS CHENES,National,47.647071,6.846764,
ROUXMESNIL,National,49.898835,1.10583,
ROUXMESNIL,National,49.894893,1.113821,
BRIARE,National,47.646462,2.733693,
SAUBUSSE LES BAINS,National,43.660234,-1.190278,
BOURG EN BRESSE,National,46.195743,5.216141,
BOURG EN BRESSE,National,46.199483,5.214998,
BOURG EN BRESSE,National,46.195727,5.216111,
BOURG EN BRESSE,National,46.20046,5.214556,
BOURG EN BRESSE,National,46.202258,5.214057,
POIX TERRON,National,49.650586,4.636808,
AVENUE HENRI MARTIN,National,48.864346,2.272148,
ECHIROLLES,National,45.152776,5.719928,
LONGUEIL ANNEL,National,49.466999,2.863091,
BRIMEUX,National,50.447052,1.831496,
QUEMENEVEN,National,48.115635,-4.085805,
POMBLIERE ST MARCEL,National,45.50486,6.562693,
LE BRUEL,National,44.48121,3.358285,
LOISY SUR MARNE,National,48.759135,4.540437,
ATHIS MONS,National,48.711255,2.402101,
ATHIS MONS,National,48.71233,2.403057,
LE BOSQUET,National,43.550726,6.982258,
MONTAUT BETHARRAM,National,43.126664,-0.198106,
SALOME,National,50.541335,2.835891,
ROCHEFORT,National,45.947466,-0.963548,
DIJON PORTE D OUCHE PERRIGNY,National,47.308423,5.031071,
HARFLEUR,National,49.513611,0.1990629999999999,
ST ANTOINE DU ROCHER,National,47.503885,0.616537,
PARIS BERCY RAPEE,National,48.828882,2.388557,
CASSIS,National,43.234103,5.553192,
VAUZELLES,National,47.001377,3.134368,
RUELLE,National,45.676345,0.221343,
MOUANS SARTOUX,National,43.620266,6.974388,
LAVILLETERTRE,National,49.20261,1.920732,
ST YRIEIX,National,45.51905,1.205695,
LANGEAC,National,45.101078,3.490565,
BOUGIVAL,National,48.854241,2.132167,
ST ROMAIN DE POPEY,National,45.861718,4.542262,
DIEPPE,National,49.913876,1.079174,
DIEPPE,National,49.91676,1.081413,
DIEPPE,National,49.921405,1.08097,
FAREBERSVILLER,National,49.118082,6.861821,
PAGNY SUR MEUSE,National,48.696072,5.73549,
PAGNY SUR MEUSE,National,48.696703,5.733919,
RIVESALTES,National,42.766341,2.867751,
POIX DE PICARDIE,National,49.777923,1.989867,
GROS NOYER ST PRIX,National,48.996818,2.259095,
TAVERNY,National,49.025283,2.221583,
ST MARTIN DU TOUCH,National,43.59986,1.371418,
ST MEDARD D EYRANS,National,44.715684,-0.504316,
NERAC,National,44.131435,0.3355009999999999,
NERAC,National,44.131411,0.335218,
CLERES,National,49.632948,1.046092,
CLERES,National,49.599338,1.106643,
MONTOIR DE BRETAGNE,National,47.320741,-2.161601,
FLERE LA RIVIERE,National,47.021413,1.108829,
LA CHAPELLE LA REINE,National,48.322065,2.567473,
LANTENAY,National,47.335119,4.861075,
HACHETTE,National,50.1582,3.74321,
GLOS MONTFORT,National,49.27129,0.682915,
GLOS MONTFORT,National,49.271293,0.682935,
ST CHAMOND,National,45.472423,4.517097,
LA BLEUSE BORNE,National,50.386149,3.518099,
ST HILAIRE ST NAZAIRE,National,45.071524,5.243898,
AULNOYE AYMERIES,National,50.197173,3.843684,
FOURMIES,National,50.015232,4.053822,
PONTCHARRA SUR BREDA ALLEVARD,National,45.43409,6.007712,
ARQUES (PAS DE CALAIS),National,50.727683,2.302005,
ARQUES (PAS DE CALAIS),National,50.728177,2.302451,
LUNEL VIEL,National,43.681127,4.093614,
CHARMANT,National,45.498615,0.162309,
PENHOET,National,47.29047,-2.200786,
LAMURE SUR AZERGUES,National,46.061052,4.492313,
CLAMECY,National,47.46674,3.520597,
CLAMECY,National,47.46499,3.518568,
ST AVRE LA CHAMBRE,National,45.352757,6.303407,
LES TRILLERS,National,46.414553,2.599907,
GUIGNICOURT,National,49.434403,3.961336,
FELLETIN,National,45.886502,2.169456,
BLANC MISSERON,National,50.404736,3.660963,
BLANC MISSERON,National,50.404886,3.66085,
LA MOTTE STE ROSSELINE,National,43.480653,6.514909,
NOGENT L ARTAUD CHARLY,National,48.968655,3.322362,
LAVELINE DEVANT BRUYERES,National,48.185507,6.755228,
LAVELINE DEVANT BRUYERES,National,48.185541,6.753286,
VERNEUIL SUR SERRE,National,49.647028,3.666258,
BITSCHWILLER (HAUT RHIN),National,47.827706,7.078252,
MONTIGNY EN OSTREVENT,National,50.361324,3.188313,
ROANNE,National,46.03937,4.063068,
LYON PART DIEU,National,45.760541,4.860201,7.889041095890411
ST ETIENNE BELLEVUE,National,45.41686,4.392584,
CULMONT CHALINDREY,National,47.809602,5.44375,
CULMONT CHALINDREY,National,47.806716,5.448168,
CULMONT CHALINDREY,National,47.808467,5.445906,
PARENT COUDES CHAMPEIX,National,45.614188,3.216705,
WAMBAIX,National,50.133858,3.311231,
GARGES SARCELLES,National,48.977257,2.391165,
GOURDON,National,44.741287,1.389533,
NANCOIS TRONVILLE,National,48.717869,5.291378,
NANCOIS TRONVILLE,National,48.718001,5.291385,
AUBAZINE ST HILAIRE,National,45.181787,1.641852,
GIEVRES,National,47.278892,1.668136,
GIEVRES,National,47.279034,1.668037,
BAGNOLS CHADENET,National,44.528614,3.628354,
BLAYE,National,45.12779,-0.663227,
LALANDE EGLISE,National,43.645392,1.429056,
GENEVE,International,46.210672,6.143052,9.209142857142856
SCHWEIGHOUSE SUR MODER,National,48.828951,7.741946,
SCHWEIGHOUSE SUR MODER,National,48.828788,7.742619,
BAUVIN PROVIN,National,50.511673,2.905041,
BAUVIN PROVIN,National,50.511673,2.905041,
LABEGE INNOPOLE,National,43.54705,1.513266,
LABEGE INNOPOLE,National,43.54773,1.512574,
YVETOT,National,49.622209,0.750127,
CHOLET,National,47.066187,-0.870296,
MARSEILLE PRADO,National,43.278731,5.399603,
ST MARTIN LE BEAU,National,47.355076,0.905859,
STE BAZEILLE,National,44.53251,0.092992,
VIS A MARLES,National,50.50511,2.517379,
FLEURIEUX SUR L ARBRESLE,National,45.844585,4.660593,
REMILLY,National,49.014661,6.394346,
REMILLY,National,49.0148,6.394501,
NONANCOURT,National,48.775607,1.19284,
ST HILAIRE AU TEMPLE,National,49.055714,4.379403,
ST HILAIRE AU TEMPLE,National,49.055903,4.379296,
ST QUENTIN EN YVELINES,National,48.787785,2.044976,
ST QUENTIN EN YVELINES,National,48.787366,2.044366,
AVENUE FOCH,National,48.870956,2.275505,
URT,National,43.499391,-1.299916,
ST CLAUDE,National,46.389929,5.860136,
CHASSENEUIL SUR BONNIEURE,National,45.824235,0.453605,
ESTISSAC,National,48.274286,3.802415,
ROSNY BOIS PERRIER,National,48.88248,2.481478,
ASNIERES SUR SEINE,National,48.905528,2.284226,
ASNIERES SUR SEINE,National,48.905232,2.284018,
ASNIERES SUR SEINE,National,48.905632,2.284369,
VEIGNE,National,47.291503,0.734442,
ST LEU LA FORET,National,49.01541,2.242717,
BUSIGNY,National,50.03965,3.445911,
NANTERRE UNIVERSITE,National,48.899122,2.207659,
BEAUGENCY,National,47.778486,1.625907,
PARIS ST LAZARE,National,48.876647,2.325153,
PARIS ST LAZARE,National,48.87645,2.324001,
PARIS ST LAZARE,National,48.876939,2.326303,
PARIS ST LAZARE,National,48.876526,2.324559,
PARIS ST LAZARE,National,48.876849,2.325698,
ESCHES,National,49.212486,2.170617,
AIGUEBELLE,National,45.543891,6.30682,
PLAISIR GRIGNON,National,48.832128,1.941466,
ST DENIS PRES MARTEL,National,44.945718,1.666496,
RUNGIS LA FRATERNELLE,National,48.74044,2.352899,
COLMAR,National,48.073172,7.346943,
COLMAR,National,48.072706,7.346746,
COLMAR,National,48.07531,7.349087,
BOUSSENS,National,43.179074,0.971765,
GUERARD LA CELLE SUR MORIN,National,48.810439,2.954762,
BLERE LA CROIX,National,47.337847,0.987843,
DRUSENHEIM,National,48.765999,7.947728,
ST SYMPHORIEN DE MARMAGNE,National,46.844398,4.337184,
MOHON,National,49.753068,4.732673,
RETHEL,National,49.504634,4.370261,
LEXOS,National,44.142186,1.886266,
ARROU,National,48.09991,1.128644,
OZOIR LA FERRIERE,National,48.770613,2.69038,
BOUTIGNY,National,48.434922,2.376209,
CANNES,National,43.554011,7.018726,
BENFELD,National,48.373645,7.584029,
EMERAINVILLE PONTAULT COMBAULT,National,48.806408,2.617509,
MARCK,National,50.945434,1.952455,
TARASCON SUR ARIEGE,National,42.849488,1.599986,
LIMERSHEIM,National,48.460726,7.659682,
ST SULPICE AUTEUIL,National,49.347366,2.11613,
ONVILLE,National,49.013209,5.978986,
ONVILLE,National,49.013284,5.981217,
PROUVY THIANT,National,50.316254,3.459327,
PROUVY THIANT,National,50.316959,3.461415,
PONTGIBAUD,National,45.820943,2.845795,
LES AUBRAIS ORLEANS,National,47.926275,1.906181,
LES AUBRAIS ORLEANS,National,47.927084,1.906384,
LES AUBRAIS ORLEANS,National,47.92732,1.906134,
STE COLOMBE SEPTVEILLES,National,48.529337,3.255708,
REMISE  A JORELLE,National,48.892868,2.485833,
AMIFONTAINE,National,49.484697,3.910682,
LAUSANNE,International,46.517178,6.629198,9.45736111111111
TIERCE,National,47.617622,-0.469528,
LONGWY,National,49.513019,5.769063,
LONGWY,National,49.512593,5.769721,
ALLONNES BOISVILLE,National,48.322334,1.668701,
NOGENT SUR VERNISSON,National,47.852817,2.737639,
GRESY SUR ISERE,National,45.594476,6.259967,
AZAY SUR CHER,National,47.36514,0.860084,
HAZEBROUCK,National,50.725167,2.541608,
TANTONVILLE,National,48.483911,6.12921,
BRION SUR OURCE,National,47.91361,4.654153,
VILLEFRANCHE DE ROUERGUE,National,44.347656,2.037141,
VRAINCOURT VIEVILLE,National,48.236876,5.123891,
CENON,National,44.855856,-0.533609,
TACONNAZ,National,45.899406,6.826163,
AGAY,National,43.431734,6.856677,
MONTABARD,National,48.81618,-0.096207,
ST HILAIRE DE RIEZ,National,46.716638,-1.949564,
ST JULIEN ECUISSES,National,46.76928,4.527958,
LA MOTHE ACHARD,National,46.606837,-1.658031,
RUFFEC,National,46.030631,0.19019,
CESSON SEVIGNE,National,48.112574,-1.60258,
ST GERMAIN ST REMY,National,48.758915,1.256292,
GIVET,National,50.140913,4.817814,
MONTBARREY,National,47.035958,5.63696,
VILLIERS NEAUPHLE PONTCHARTRAIN,National,48.815275,1.877545,
ST POL SUR TERNOISE,National,50.378797,2.33989,
VILLEPARISIS,National,48.953093,2.602848,
RIVE DE GIER,National,45.524411,4.606591,
HERBITZHEIM,National,49.013911,7.080044,
AMBRONAY PRIAY,National,46.011532,5.338096,
FEUQUIERES BROQUIERS,National,49.654513,1.831068,
ROQUESERIERE,National,43.750917,1.61912,
COMPANS,National,48.991459,2.665194,
CH ATILLON SUR SEINE,National,47.870404,4.551565,
CH ATILLON SUR SEINE,National,47.870196,4.571595,
CH ATILLON SUR SEINE,National,47.875338,4.575399,
JASSONNEIX,National,45.543611,2.139709,
MAGNEUX COURLANDON,National,49.30994,3.73383,
FOURCHAMBAULT,National,47.018944,3.087354,
COUERON,National,47.221994,-1.723456,
OGEU LES BAINS,National,43.153875,-0.507445,
MERENVIELLE,National,43.636583,1.150641,
ERR,National,42.442767,2.028889,
ESPIRA DE L AGLY,National,42.772295,2.833351,
WOINCOURT,National,50.058736,1.537155,
MONTROND LES BAINS,National,45.64418,4.246781,
MONTROND LES BAINS,National,45.644398,4.249186,
SIBELIN,National,45.652733,4.84488,
LA VILLE GOZET,National,46.349941,2.591874,
LA VILLE GOZET,National,46.34979,2.591782,
LA REOLE,National,44.579767,-0.030796,
BAILLEUL SUR THERAIN,National,49.392712,2.208061,
VILLEPERDUE,National,47.201961,0.633681,
L ESTAQUE,National,43.363794,5.321401,
L ESTAQUE,National,43.363795,5.321366,
L ESTAQUE,National,43.363795,5.321378,
L ESTAQUE,National,43.363795,5.321378,
NOMAIN,National,50.502326,3.206965,
ST BONNET DE ROCHEFORT,National,46.148424,3.139628,
ROCHE LEZ BEAUPRE,National,47.276177,6.110782,
LES ARDOINES,National,48.781016,2.409733,
CONFLANS FIN D OISE,National,48.99193,2.075037,
CONFLANS FIN D OISE,National,48.989045,2.074583,
LUS LA CROIX HAUTE,National,44.67042,5.697076,
AIGUILLON,National,44.29876,0.335088,
OSSES ST MARTIN D ARROSSA,National,43.235312,-1.304959,
OSSES ST MARTIN D ARROSSA,National,43.234471,-1.304404,
COULIBOEUF,National,48.923583,-0.0982959999999999,
SALLES COURBATIES,National,44.475515,2.079197,
ST MEDARD SUR ILLE,National,48.274301,-1.667513,
LONGUEVILLE SUR SCIE,National,49.791757,1.110612,
HAM,National,49.739543,3.070957,
REVIGNY,National,48.824027,4.985836,
CREPIEUX LA PAPE,National,45.803678,4.89258,
ST JUNIEN,National,45.881379,0.900405,
LEROUVILLE,National,48.797067,5.538683,
ST MARCEL EN DOMBES,National,45.950614,4.977987,
GESTEL,National,47.803069,-3.443241,
LONS LE SAUNIER,National,46.668356,5.550573,
LUSSAC LES CH ATEAUX,National,46.405233,0.71857,
SIORAC EN PERIGORD,National,44.819967,0.987829,
SIORAC EN PERIGORD,National,44.819967,0.987829,
SIORAC EN PERIGORD,National,44.819746,0.984429,
VIC SUR AISNE,National,49.396619,3.115803,
DIVES SUR MER PORT GUILLAUME,National,49.291027,-0.100875,
LUCHE,National,46.907938,-0.3152479999999999,
BAUD,National,47.872006,-3.073717,
BOURBOURG,National,50.95273,2.195862,
KOENIGSMACKER,National,49.396556,6.273479,
FOS MOLE CENTRAL,National,43.410493,4.869998,
AUBUSSON,National,45.960536,2.160767,
ILLIERS COMBRAY,National,48.304239,1.244992,
LA GOUESNIERE CANCALE,National,48.614414,-1.905891,
LANGRES,National,47.882062,5.336121,
LANGRES,National,47.878164,5.342952,
LAIFOUR,National,49.910975,4.692175,
ST JUERY,National,43.94294,2.203338,
L ISLE JOURDAIN,National,43.617268,1.089859,
GRANDVILLARS,National,47.53771,6.978584,
MOULT ARGENCES,National,49.111082,-0.186414,
LES MOUSSOUX,National,45.916211,6.857568,
BACCARAT,National,48.451996,6.744279,
MENIL FLIN,National,48.505003,6.659236,
BAZANCOURT,National,49.361375,4.174496,
CRANCEY,National,48.515183,3.640209,
BATZ SUR MER,National,47.28095,-2.479068,
L ESTAQUE,National,43.363794,5.321401,
L ESTAQUE,National,43.363795,5.321366,
L ESTAQUE,National,43.363795,5.321378,
L ESTAQUE,National,43.363795,5.321378,
L ARIANE,National,43.73427,7.302321,
DAX,National,43.720901,-1.050345,
ST PIERRE DES CORPS,National,47.385844,0.725082,5.343421052631579
MOULIN GALANT,National,48.586163,2.47354,
CONNERRE BEILLE,National,48.073843,0.486967,
ROMILLY LA PUTHENAYE,National,49.003581,0.855438,
ECOUEN EZANVILLE,National,49.022569,2.363181,
ORRY LA VILLE COYE,National,49.139342,2.489245,
BLONVILLE SUR MER BENERVILLE,National,49.331336,0.035479,
GILLY SUR LOIRE,National,46.53725,3.782079,
GENNES LONGUEFUYE,National,47.873306,-0.619238,
FRANCONVILLE PLESSIS BOUCHARD,National,48.993433,2.234923,
TREMOLAT,National,44.862331,0.830416,
BAZEILLES,National,49.671966,4.986271,
SOUILLAC,National,44.90234,1.466053,
DRANCY,National,48.932588,2.455729,
COMMERCY,National,48.765921,5.588524,
SIERCK LES BAINS,National,49.444008,6.350145,
GRENOBLE,National,45.19083,5.714517,9.373150684931508
GRENOBLE,National,45.18211,5.718515,9.373150684931508
ST VINCENT LE CH ATEAU,National,45.15006,3.918788,
VAYRAC,National,44.950128,1.706369,
ST JODARD,National,45.885842,4.125227,
VELINES,National,44.851935,0.103699,
ANCHE VOULON,National,46.349739,0.250203,
FRONCLES,National,48.296768,5.141558,
FEPIN,National,50.023756,4.725812,
ORIGNY STE BENOITE,National,49.838696,3.485766,
SAILLAGOUSE,National,42.45674,2.032188,
ROSPORDEN,National,47.960433,-3.83244,
COURCY BRIMONT,National,49.329355,4.014231,
OLLIOULES SANARY SUR MER,National,43.122427,5.82509,
LUANT,National,46.738044,1.591407,
ST JEAN DE SAUVES,National,46.836496,0.093224,
LIMOGES PUY IMBERT,National,45.851497,1.300268,
OLETTE CANAVEILLES LES BAINS,National,42.554661,2.272012,
BISCHOFFSHEIM,National,48.487014,7.497956,
CLION SUR INDRE,National,46.945201,1.238725,
MUNCHHAUSEN,National,48.923932,8.141046,
ST GERVAIS LES BAINS LE FAYET,National,45.906521,6.701283,
ST GERVAIS LES BAINS LE FAYET,National,45.906948,6.702238,
LAVILLEDIEU,National,44.03546,1.215038,
MAUCO BENQUET,National,43.832673,-0.535263,
MOULINS SUR ALLIER,National,46.558742,3.338317,
MOULINS SUR ALLIER,National,46.556595,3.337996,
MOULINS SUR ALLIER,National,46.561235,3.339185,
CASSEL,National,50.787002,2.461746,
BOIS D OINGT LEGNY,National,45.906516,4.575519,
LE MEE,National,48.541066,2.622362,
CORBEHEM,National,50.342999,3.040504,
BLAISY BAS,National,47.373258,4.741442,
CARNOET LOCARN,National,48.340399,-3.490519,
SAVY BERLETTE,National,50.353884,2.55804,
FAREMOUTIERS POMMEUSE,National,48.808605,2.993256,
MONTENDRE,National,45.280546,-0.3961399999999999,
LONGUEIL STE MARIE,National,49.342567,2.717587,
VERSAILLES RIVE GAUCHE,National,48.800261,2.129015,
MENNESSIS,National,49.692177,3.270235,
MENNESSIS,National,49.691943,3.270321,
VIERZON VILLE,National,47.228096,2.055351,
MELUN,National,48.527848,2.653352,
MELUN,National,48.5272,2.655757,
NANTES,National,47.216569,-1.544075,9.980728476821191
NANTES,National,47.216454,-1.54423,9.980728476821191
NANTES,National,47.226239,-1.518766,9.980728476821191
LE MANS,National,47.994963,0.1937379999999999,6.857222222222222
LE MANS,National,47.995019,0.194091,6.857222222222222
PARAY LE MONIAL,National,46.446173,4.11579,
PARAY LE MONIAL,National,46.44698,4.113797,
PARAY LE MONIAL,National,46.447011,4.113507,
MONTAUDRAN,National,43.573256,1.480583,
HERNY,National,49.003707,6.476819,
SALLANCHES COMBLOUX MEGEVE,National,45.935778,6.636499,
FONTAINES D OZILLAC,National,45.388325,-0.384151,
LYON ST PAUL,National,45.76635,4.825582,
ST SEURIN SUR L ISLE,National,45.011306,-0.001941,
HOUILLES CARRIERES SUR SEINE,National,48.920803,2.184701,
HOUILLES CARRIERES SUR SEINE,National,48.920784,2.184635,
HIRSON ECOLES,National,49.929322,4.086,
GUICHEN BOURG DES COMPTES,National,47.935249,-1.759964,
ROUEN MARTAINVILLE,National,49.438571,1.108556,
PLAINTEL,National,48.435342,-2.822173,
SANTEUIL LE PERCHAY,National,49.124053,1.949102,
RAVES BAN DE LAVELINE,National,48.265699,7.037622,
PIBRAC,National,43.621524,1.289301,
CH ATENOIS (BAS RHIN),National,48.276416,7.401331,
TOURNON ST MARTIN,National,46.73693,0.958259,
ACHERES GRAND CORMIER,National,48.955285,2.092095,
BAVAY,National,50.296909,3.780555,
BAVAY,National,50.296732,3.780442,
COLLONGES,National,47.220919,5.266038,
LIMOGES BENEDICTINS,National,45.837561,1.269103,
ST DENIS CATUS,National,44.560042,1.385523,
MELUN,National,48.527848,2.653352,
MELUN,National,48.5272,2.655757,
RICHWILLER,National,47.786763,7.261968,
PORCHEFONTAINE,National,48.796573,2.151756,
IGNY,National,48.740123,2.231029,
BONNEVILLE,National,46.07751,6.416535,
CHELLES GOURNAY,National,48.874149,2.58271,
THUN LE PARADIS,National,49.006785,1.920156,
PONT DE BRIQUES,National,50.682868,1.626706,
BOULAZAC,National,45.171865,0.773122,
BRUYERES,National,48.204973,6.71874,
BRUYERES,National,48.201794,6.726201,
COLIGNY (MARNE),National,48.850795,3.970859,
HAYBES,National,50.011969,4.705575,
NERPUY,National,46.78346,0.525671,
BOUAYE,National,47.137979,-1.681009,
CHAMBERY CHALLES LES EAUX,National,45.571901,5.919645,6.290958904109589
PAS DES LANCIERS,National,43.409615,5.254045,
LUCHON,National,42.797273,0.596736,
LIMAY,National,48.984242,1.747299,
VILLETANEUSE UNIVERSITE TT,National,48.959953,2.342505,
CHARBONNIERES LES BAINS,National,45.782299,4.73572,
LAMARCHE,National,48.090279,5.760387,
MONTDAUPHIN GUILLESTRE,National,44.674573,6.615537,
BRICON,National,48.087357,4.979129,
BRICON,National,48.087447,4.979245,
CHASSE SUR RHONE,National,45.582522,4.795213,
CHASSE SUR RHONE,National,45.582681,4.795063,
VILLEFRANCHE DE LAURAGAIS,National,43.397804,1.715141,
LA CROIX DU PRINCE,National,43.285809,-0.378991,
ROMORANTIN (VOIE ETROITE),National,47.356248,1.739118,
AZAY LE RIDEAU,National,47.265286,0.446881,
ST EGREVE ST ROBERT,National,45.235073,5.671078,
ST ETIENNE LE CLAPIER,National,45.436699,4.378404,
FRONVILLE,National,48.400731,5.156134,
ST VALERY EN CAUX,National,49.861065,0.713109,
VICHY,National,46.126839,3.430725,
IVRY SUR SEINE,National,48.81285,2.392955,
LA VALBONNE,National,45.848987,5.124313,
CH ATEAUROUX,National,46.810962,1.703184,
ST CLOUD,National,48.845207,2.217269,
ST CLOUD,National,48.84049,2.209984,
MORLAIX,National,48.577982,-3.832478,
ERMONT EAUBONNE,National,48.980876,2.270063,
ERMONT EAUBONNE,National,48.980561,2.275197,
ERMONT EAUBONNE,National,48.980825,2.271236,
LE THEIL DE BRETAGNE,National,47.918728,-1.432155,
ST VALLIER SUR RHONE,National,45.185649,4.814555,
PLOUARET TREGOR,National,48.606291,-3.457984,
PLOUARET TREGOR,National,48.606506,-3.470756,
EPFIG,National,48.363719,7.450428,
ST POL DE LEON,National,48.676823,-3.987357,
VANNES,National,47.66521,-2.752404,8.86
BENESTROFF,National,48.906184,6.750598,
BENESTROFF,National,48.906192,6.750621,
BENESTROFF,National,48.906756,6.752319,
CH ATEAU ARNOUX ST AUBAN,National,44.061502,5.997672,
CH ATEAU ARNOUX ST AUBAN,National,44.061032,5.997389,
CHAMALIERES SUR LOIRE,National,45.205991,3.992559,
BELVEZET,National,44.561755,3.751807,
TAIN L HERMITAGE TOURNON,National,45.072288,4.839864,
AURILLAC,National,44.921283,2.436202,
LAVAUFRANCHE,National,46.32315,2.271196,
LAVAUFRANCHE,National,46.321278,2.270264,
